joint_number,WT [in],dist_to_us_weld,dist_to_ds_weld,distance_along_line,feature_type,ID/OD,depth_percent,"Metal Loss Depth 
[in]","Metal Loss Depth + Tolerance
[%]",Dimension Classification,"Metal Loss Depth Tolerance [%] 
(includes seamless and HAZ and modified specs)","Dent Depth
 [%]","Dent Depth
 [in]","Is any part of the dent affecting the top of the pipe? 
[Y/N]",Length [in],Comments,Anomalies per Joint,"Was anomaly sizing reviewed by analyst? 
[Y/N]","Was anomaly sizing/dimensions manually changed? 
[Y/N]","Magnetization Level 
[kA/m] for MFL survey 
or 
Actual WT [in] for UT Survey",Elevation [ft],"Seam Position
[hh:mm]","Distance To Seam Weld 
[in]",Tool,Evaluation Pressure [PSI],SMYS [PSI],Pipe Type,"Pipe Diameter (O.D.) 
[in.]",Pdesign [PSI],"Mod B31G Psafe 
[PSI]",Mod B31G Pburst [PSI],"Mod B31G Psafe Pressure with Tolerance
[PSI]","Mod B31G Pburst Pressure with Tolerance
[PSI]",Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR,Length Tolerance [in],Width Tolerance [in],run_year,row_index,distance_raw_m,dist_to_us_weld_m,clock_position_deg,length_mm,width_mm,distance_corrected_m
370,0.344,7.077,30.764,795.64,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,13.5,INT ML ( ON SW ),8,N,N,5.97,210.696,04:56,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1416.7,1967.6,1262.4,1753.4,1460.9,2029.0,0.724,1.059,1.0,1.2,2022,128,242.511072,2.1570696000000003,149.0,11533.0224,104.13999999999999,306.50097328675247
370,0.344,8.491,29.35,797.054,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,10.4,INT ML ( ON SW ),8,N,N,5.97,210.834,04:56,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1454.8,2020.5,1314.4,1825.6,1483.5,2060.4,0.705,1.087,1.0,1.2,2022,129,242.94205920000002,2.5880568,147.0,11533.0224,127.0,306.9601948692688
370,0.344,13.858,23.983,802.421,Metal Loss,Internal,12.0,0.041,27.0,AXGR,20.0,,,,14.0,INT ML ( NEAR SW ),8,N,N,5.97,211.358,04:56,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1427.8,1983.1,1270.6,1764.7,1405.9,1952.6,0.718,1.065,1.0,1.2,2022,130,244.57792080000002,4.2239184000000005,143.5,11533.0224,27.94,308.7032233228509
370,0.344,19.259,18.583,807.822,Metal Loss,Internal,16.0,0.055,31.0,GENE,20.0,,,,7.0,INT ML ( ON SW ),8,N,N,5.97,211.884,04:56,0.838,CMFL,1025,65000,E.R. WELD,24,1341.6,1425.5,1979.8,1300.3,1806.0,1402.1,1947.3,0.719,1.065,1.0,1.2,2022,131,246.2241456,5.8701432,144.0,11533.0224,45.72,310.4572938795486
370,0.344,25.784,12.054,814.35,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,10.2,INT ML ( ON SW ),8,N,N,5.97,212.521,04:56,0.419,CMFL,1025,65000,E.R. WELD,24,1341.6,1438.9,1998.4,1295.9,1799.8,1418.8,1970.5,0.712,1.074,1.0,1.2,2022,132,248.21388000000002,7.8589632,145.5,11533.0224,33.019999999999996,312.57737767775694
370,0.344,35.797,2.044,824.36,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,20.0,INT ML ( ON SW ),8,N,N,5.97,213.497,04:56,0.628,CMFL,1025,65000,E.R. WELD,24,1341.6,1439.6,1999.5,1274.9,1770.7,1420.1,1972.3,0.712,1.075,1.0,1.2,2022,133,251.26492800000003,10.910925599999999,151.0,11533.0224,40.64,315.8283027421051
400,0.344,25.374,14.715,932.083,Metal Loss,External,11.0,0.038,26.0,GENE,15.0,,,,8.2,*EXT ML,1,Y,Y,5.97,243.503,02:56,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1462.2,2030.9,1326.9,1842.9,1446.4,2008.9,0.701,1.088,0.8,1.0,2022,137,284.0988984,7.7339952,183.5,12220.0416,60.959999999999994,348.65298812063156
410,0.5,,,953.104,Bend,,,,,,,,,,,BEND-HOT PULLED - 5.9D - 33° RIGHT,1,,,4.14,248.705,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,2022,139,290.50609920000005,,,3820.0584000000003,,359.295661372058
410,0.5,11.722,0.807,958.524,Metal Loss,External,23.0,0.115,38.0,GENE,20.0,,,,4.8,EXT ML,1,N,N,4.14,249.989,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,1945.0,2701.3,1816.0,2522.2,1912.6,2656.4,0.527,1.081,1.0,1.2,2022,140,292.1581152,3.5728656,61.0,3820.0584000000003,96.52,364.5879650822628
420,0.344,0.666,28.993,959.997,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,15.0,EXT ML,1,N,N,5.97,250.338,09:52,31.416,CMFL,1025,65000,E.R. WELD,24,1341.6,1259.3,1749.1,1082.4,1503.3,1362.9,1892.9,0.814,0.936,1.0,1.2,2022,142,292.6070856,0.20299680000000003,100.0,9040.0632,182.88,365.6506160677029
430,0.5,,,995.863,Bend,,,,,,,,,,,BEND-HOT PULLED - 6.1D - 37° RIGHT,0,,,4.14,259.733,UNKN,,CMFL,1025,60000,E.R. WELD,24,1800.0,,,,,,,,,,,2022,144,303.5390424,,,4194.048000000001,,383.7176095599971
440,0.344,,,1012.694,Field Bend,,,,,,,,,,,BEND-COLD RIGHT,0,,,5.97,264.208,02:00,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,146,308.6691312,,,12245.949600000002,,392.86681463188813
480,0.344,28.694,11.562,1191.788,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,6.1,INT ML,12,N,N,5.97,314.412,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1459.3,2026.7,1345.4,1868.7,1525.4,2118.6,0.703,1.089,1.0,1.2,2022,151,363.2569824,8.7459312,130.0,12270.0288,73.66,446.3600904073927
480,0.344,30.256,10.0,1193.35,Metal Loss,Internal,14.0,0.048,29.0,AXGR,20.0,,,,3.3,INT ML,12,N,N,5.97,314.886,02:48,10.681,CMFL,1025,65000,E.R. WELD,24,1341.6,1497.0,2079.2,1426.7,1981.6,1526.5,2120.2,0.685,1.115,0.6,1.2,2022,152,363.73308,9.2220288,133.5,12270.0288,22.86,446.7753275580286
480,0.344,31.07,9.186,1194.163,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,2.3,INT ML,12,N,N,5.97,315.132,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1523.6,2116.1,1481.8,2058.1,1530.1,2125.1,0.673,1.135,1.0,1.2,2022,153,363.98088240000004,9.470136,135.5,12270.0288,48.26,446.99145291236096
480,0.344,32.795,7.461,1195.889,Metal Loss,Internal,13.0,0.044,28.0,CIGR,25.0,,,,0.7,INT ML,12,N,N,5.97,315.657,02:48,10.681,CMFL,1025,65000,E.R. WELD,24,1341.6,1544.5,2145.1,1539.1,2137.6,1543.8,2144.1,0.664,1.151,1.0,1.2,2022,154,364.50696719999996,9.995916000000001,134.5,12270.0288,55.88,447.45028730544516
480,0.344,33.084,7.172,1196.178,Metal Loss,Internal,14.0,0.048,29.0,PITT,20.0,,,,0.6,INT ML,12,N,N,5.97,315.744,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1544.8,2145.6,1540.6,2139.7,1544.2,2144.7,0.664,1.152,0.6,1.2,2022,155,364.59505440000004,10.084003200000001,132.0,12270.0288,17.779999999999998,447.52711415341815
480,0.344,33.32,6.936,1196.414,Metal Loss,Internal,11.0,0.038,26.0,PITT,20.0,,,,0.7,INT ML,12,N,N,5.97,315.816,02:48,10.472,CMFL,1025,65000,E.R. WELD,24,1341.6,1545.4,2146.4,1540.7,2139.9,1544.9,2145.7,0.663,1.152,0.6,1.2,2022,156,364.6669872,10.155936,134.0,12270.0288,25.4,447.5898516486487
480,0.344,34.242,6.014,1197.336,Metal Loss,Internal,11.0,0.038,31.0,AXSL,20.0,,,,0.6,INT ML,12,N,N,5.97,316.096,02:48,9.425,CMFL,1025,65000,E.R. WELD,24,1341.6,1545.6,2146.6,1541.6,2141.0,1545.1,2145.9,0.663,1.152,1.0,1.2,2022,157,364.9480128,10.4369616,128.5,12270.0288,5.08,447.83495321899846
480,0.344,34.793,5.463,1197.887,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,10.4,INT ML,12,N,N,5.97,316.263,02:48,10.263,CMFL,1025,65000,E.R. WELD,24,1341.6,1439.1,1998.7,1293.5,1796.5,1504.7,2089.9,0.712,1.073,1.0,1.2,2022,158,365.1159576,10.6049064,129.5,12270.0288,78.74,447.98142932015105
480,0.344,37.375,2.881,1200.469,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,8.3,INT ML,12,N,N,5.97,317.047,02:48,19.478,CMFL,1025,65000,E.R. WELD,24,1341.6,1456.5,2022.9,1325.4,1840.8,1485.3,2062.9,0.704,1.087,1.0,1.2,2022,159,365.9029512,11.3919,175.5,12270.0288,43.18,448.6678200518681
480,0.344,37.513,2.743,1200.607,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,2.6,INT ML,12,N,N,5.97,317.089,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1341.6,1516.4,2106.1,1468.3,2039.3,1523.6,2116.1,0.676,1.13,1.0,1.2,2022,160,365.9450136,11.4339624,129.0,12270.0288,40.64,448.70450553636726
480,0.344,38.241,2.014,1201.335,Metal Loss,Internal,11.0,0.038,26.0,GENE,25.0,,,,1.2,INT ML,12,N,N,5.97,317.31,02:48,18.85,CMFL,1025,65000,E.R. WELD,24,1341.6,1540.1,2139.1,1525.4,2118.6,1539.9,2138.7,0.666,1.148,1.0,1.2,2022,161,366.16690800000003,11.6558568,177.0,12270.0288,66.03999999999999,448.8980347589428
480,0.344,38.927,1.329,1202.021,Metal Loss,Internal,18.0,0.062,33.0,GENE,25.0,,,,4.3,INT ML,12,N,N,5.97,317.518,02:48,19.897,CMFL,1025,65000,E.R. WELD,24,1341.6,1456.2,2022.5,1361.1,1890.4,1504.5,2089.6,0.704,1.085,1.0,1.2,2022,162,366.3760008,11.864949600000001,177.5,12270.0288,55.88,449.080398834062
490,0.344,1.253,38.796,1204.603,Metal Loss,Internal,13.0,0.044,28.0,PITT,20.0,,,,0.5,INT ML,27,N,N,5.97,318.302,09:16,22.201,CMFL,1025,65000,E.R. WELD,24,1341.6,1546.1,2147.3,1543.3,2143.4,1545.7,2146.8,0.663,1.152,0.6,1.2,2022,164,367.16299440000006,0.3819144,171.5,12206.9352,17.779999999999998,449.81590602152374
490,0.344,4.14,35.909,1207.49,Metal Loss,Internal,12.0,0.041,27.0,PITT,20.0,,,,0.6,INT ML,27,N,N,5.97,319.181,09:16,21.782,CMFL,1025,65000,E.R. WELD,24,1341.6,1546.1,2147.3,1542.8,2142.8,1545.7,2146.8,0.663,1.152,0.6,1.2,2022,165,368.042952,1.2618719999999999,174.0,12206.9352,22.86,450.69654475427603
490,0.344,4.377,35.673,1207.726,Metal Loss,Internal,18.0,0.062,33.0,GENE,20.0,,,,4.2,INT ML,27,N,N,5.97,319.253,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1341.6,1459.8,2027.5,1366.0,1897.2,1494.7,2076.0,0.702,1.087,1.0,1.2,2022,166,368.1148848,1.3341096,178.0,12206.9352,99.05999999999999,450.7685332339884
490,0.344,4.898,35.151,1208.248,Metal Loss,Internal,14.0,0.048,29.0,CIGR,25.0,,,,1.0,INT ML,27,N,N,5.97,319.413,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1341.6,1540.5,2139.6,1530.5,2125.7,1540.4,2139.5,0.665,1.148,1.0,1.2,2022,167,368.27399040000006,1.4929104,179.5,12206.9352,78.74,450.9277619899624
490,0.344,5.358,34.692,1208.707,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,9.0,INT ML,27,N,N,5.97,319.553,09:16,20.735,CMFL,1025,65000,E.R. WELD,24,1341.6,1429.4,1985.3,1288.2,1789.1,1474.3,2047.6,0.717,1.065,1.0,1.2,2022,168,368.41389360000005,1.6331184,180.5,12206.9352,83.82,451.0677734822843
490,0.344,6.417,33.632,1209.767,Metal Loss,Internal,18.0,0.062,33.0,CIGR,25.0,,,,0.4,INT ML,27,N,N,5.97,319.877,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1341.6,1546.0,2147.2,1543.8,2144.1,1545.6,2146.6,0.663,1.152,1.0,1.2,2022,169,368.73698160000004,1.9559016,177.5,12206.9352,38.099999999999994,451.3911115691279
490,0.344,6.896,33.153,1210.246,Metal Loss,Internal,12.0,0.041,27.0,PITT,20.0,,,,0.5,INT ML,27,N,N,5.97,320.023,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1341.6,1546.6,2148.0,1544.1,2144.7,1546.3,2147.7,0.663,1.153,0.6,1.2,2022,170,368.88298080000004,2.1019008,183.5,12206.9352,12.7,451.5372237800695
490,0.344,7.602,32.448,1210.951,Metal Loss,Internal,13.0,0.044,28.0,AXGR,20.0,,,,5.8,INT ML,27,N,N,5.97,320.238,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1341.6,1466.8,2037.3,1351.8,1877.5,1514.6,2103.6,0.699,1.091,1.0,1.2,2022,171,369.0978648,2.3170896,183.5,12206.9352,22.86,451.75227411141356
490,0.344,8.799,31.25,1212.149,Metal Loss,Internal,18.0,0.062,33.0,GENE,20.0,,,,5.1,INT ML,27,N,N,5.97,320.604,09:16,21.572,CMFL,1025,65000,E.R. WELD,24,1341.6,1441.6,2002.2,1330.9,1848.4,1512.7,2101.0,0.711,1.073,1.0,1.2,2022,172,369.4630152,2.6819352,176.5,12206.9352,50.8,452.117707156733
490,0.344,9.537,30.512,1212.887,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,5.6,INT ML,27,N,N,5.97,320.829,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1341.6,1458.7,2025.9,1349.7,1874.6,1505.7,2091.2,0.703,1.088,0.6,1.2,2022,173,369.6879576,2.9068776000000005,176.0,12206.9352,73.66,452.3428236737996
490,0.344,10.22,29.829,1213.57,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,9.6,INT ML,27,N,N,5.97,321.038,09:16,21.782,CMFL,1025,65000,E.R. WELD,24,1341.6,1433.5,1991.0,1291.5,1793.8,1464.6,2034.2,0.715,1.069,1.0,1.2,2022,174,369.896136,3.1150560000000005,180.0,12206.9352,109.21999999999998,452.5511632146621
490,0.344,11.276,28.773,1214.626,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,5.0,INT ML,27,N,N,5.97,321.36,09:16,19.268,CMFL,1025,65000,E.R. WELD,24,1341.6,1490.4,2070.1,1392.9,1934.6,1507.8,2094.2,0.688,1.111,0.6,1.2,2022,175,370.2180048,3.4369248,181.5,12206.9352,76.19999999999999,452.8732811577818
490,0.344,14.249,25.801,1217.598,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,5.0,INT ML,27,N,N,5.97,322.268,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1341.6,1484.1,2061.2,1386.8,1926.2,1505.8,2091.3,0.691,1.107,1.0,1.2,2022,176,371.1238704,4.3430952000000005,177.0,12206.9352,45.72,453.7798479446678
490,0.344,14.902,25.148,1218.251,Metal Loss,Internal,15.0,0.052,30.0,GENE,20.0,,,,1.3,INT ML,27,N,N,5.97,322.467,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1341.6,1535.0,2131.9,1517.6,2107.8,1532.3,2128.2,0.668,1.144,1.0,1.2,2022,177,371.3229048,4.5421296,182.5,12206.9352,35.559999999999995,453.9790364076007
490,0.344,15.423,24.626,1218.773,Metal Loss,Internal,16.0,0.055,31.0,GENE,20.0,,,,3.4,INT ML,27,N,N,5.97,322.627,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1341.6,1485.3,2062.9,1412.7,1962.1,1513.2,2101.6,0.69,1.107,1.0,1.2,2022,178,371.4820104,4.7009304,175.0,12206.9352,63.5,454.1382651635746
490,0.344,16.273,23.776,1219.623,Metal Loss,Internal,15.0,0.052,30.0,GENE,20.0,,,,8.9,INT ML,27,N,N,5.97,322.886,09:16,19.478,CMFL,1025,65000,E.R. WELD,24,1341.6,1419.8,1971.9,1278.7,1776.0,1476.3,2050.4,0.722,1.059,1.0,1.2,2022,179,371.7410904,4.9600104,180.0,12206.9352,88.89999999999999,454.3975457049115
490,0.344,17.201,22.848,1220.551,Metal Loss,Internal,12.0,0.041,32.0,AXSL,20.0,,,,0.7,INT ML,27,N,N,5.97,323.17,09:16,21.991,CMFL,1025,65000,E.R. WELD,24,1341.6,1545.1,2146.0,1540.4,2139.4,1544.6,2145.2,0.663,1.152,1.0,1.2,2022,180,372.0239448,5.2428648,173.0,12206.9352,5.08,454.68061904886514
490,0.344,18.471,21.578,1221.821,Metal Loss,Internal,11.0,0.038,26.0,PITT,20.0,,,,0.7,INT ML,27,N,N,5.97,323.557,09:16,21.153,CMFL,1025,65000,E.R. WELD,24,1341.6,1545.0,2145.9,1539.9,2138.7,1544.4,2145.1,0.664,1.152,0.6,1.2,2022,181,372.41104079999997,5.6299608,176.5,12206.9352,12.7,455.0680146812155
490,0.344,18.77,21.28,1222.119,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,4.3,INT ML,27,N,N,5.97,323.649,09:16,20.316,CMFL,1025,65000,E.R. WELD,24,1341.6,1480.0,2055.5,1389.5,1929.8,1512.9,2101.2,0.693,1.102,1.0,1.2,2022,182,372.5018712,5.721096,179.0,12206.9352,38.099999999999994,455.1589153886489
490,0.344,19.79,20.259,1223.14,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,6.5,INT ML,27,N,N,5.97,323.96,09:16,19.059,CMFL,1025,65000,E.R. WELD,24,1341.6,1458.0,2025.0,1337.1,1857.0,1500.5,2084.0,0.703,1.086,0.6,1.2,2022,183,372.81307200000003,6.031992,182.0,12206.9352,76.19999999999999,455.47035707418416
490,0.344,21.247,18.802,1224.596,Metal Loss,Internal,14.0,0.048,29.0,PITT,20.0,,,,0.4,INT ML,27,N,N,5.97,324.405,09:16,18.85,CMFL,1025,65000,E.R. WELD,24,1341.6,1546.5,2147.9,1544.4,2145.1,1546.2,2147.5,0.663,1.153,0.6,1.2,2022,184,373.2568608,6.4760856,188.0,12206.9352,12.7,455.9144893896977
490,0.344,21.896,18.153,1225.246,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,2.9,INT ML,27,N,N,5.97,324.604,09:16,18.85,CMFL,1025,65000,E.R. WELD,24,1341.6,1514.8,2103.9,1457.3,2024.0,1512.5,2100.8,0.677,1.128,1.0,1.2,2022,185,373.45498080000004,6.6739008,181.5,12206.9352,91.44,456.11276274483765
490,0.344,22.575,17.474,1225.925,Metal Loss,Internal,19.0,0.065,34.0,CISL,,,,,0.4,INT ML,27,N,N,5.97,324.811,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1341.6,1546.6,2148.1,1545.0,2145.9,1546.3,2147.7,0.663,1.153,1.0,1.2,2022,186,373.66194,6.88086,183.5,12206.9352,71.11999999999999,456.3198821419761
490,0.344,24.252,15.797,1227.602,Metal Loss,Internal,11.0,0.038,26.0,GENE,25.0,,,,2.2,INT ML,27,N,N,5.97,325.323,09:16,20.106,CMFL,1025,65000,E.R. WELD,24,1341.6,1526.0,2119.4,1486.8,2065.0,1524.2,2116.9,0.672,1.137,1.0,1.2,2022,187,374.1730896,7.3920096,185.0,12206.9352,71.11999999999999,456.8314273982372
490,0.344,25.636,14.413,1228.986,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,3.5,INT ML,27,N,N,5.97,325.745,09:16,20.316,CMFL,1025,65000,E.R. WELD,24,1341.6,1504.2,2089.2,1432.9,1990.1,1512.8,2101.1,0.682,1.121,1.0,1.2,2022,188,374.59493280000004,7.8138528,178.5,12206.9352,88.89999999999999,457.2535971267198
490,0.344,38.005,2.044,1241.355,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,1.9,INT ML,27,N,N,5.97,329.523,09:16,18.012,CMFL,1025,65000,E.R. WELD,24,1341.6,1526.8,2120.6,1495.9,2077.7,1522.7,2114.8,0.671,1.139,1.0,1.2,2022,189,378.365004,11.583924000000001,192.0,12206.9352,33.019999999999996,461.0265865570676
490,0.344,38.993,1.056,1242.343,Metal Loss,Internal,15.0,0.052,30.0,GENE,25.0,,,,7.4,INT ML,27,N,N,5.97,329.824,09:16,17.593,CMFL,1025,65000,E.R. WELD,24,1341.6,1435.6,1993.9,1302.1,1808.5,1484.1,2061.3,0.714,1.068,1.0,1.2,2022,190,378.66614640000006,11.885066400000001,193.5,12206.9352,76.19999999999999,461.3279620568804
550,0.344,5.043,29.954,1449.14,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.5,SWA,5,N,N,5.97,403.01,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,197,441.6978720000001,1.5371064,31.0,10667.0856,,534.805128
550,0.344,7.543,27.454,1451.64,Seam Weld Manufacturing Anomaly,,,,,,,,,,5.4,SWA,5,N,N,5.97,403.927,01:12,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,198,442.4598720000001,2.2991064000000003,42.0,10667.0856,,547.0184639999998
550,0.344,15.335,19.662,1459.432,Metal Loss,External,13.0,0.044,28.0,GENE,20.0,,,,7.2,EXT ML ( NEAR SW ),5,N,N,5.97,406.778,01:12,1.466,CMFL,1025,65000,E.R. WELD,24,1341.6,1450.9,2015.1,1323.1,1837.7,1432.6,1989.8,0.707,1.081,1.0,1.2,2022,199,444.83487360000004,4.674108,43.0,10667.0856,58.419999999999995,549.3567860386099
550,0.344,19.039,15.958,1463.136,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,6.5,EXT ML ( NEAR SW ),5,N,N,5.97,408.134,01:12,1.257,CMFL,1025,65000,E.R. WELD,24,1341.6,1417.4,1968.5,1292.4,1795.0,1392.0,1933.4,0.723,1.057,1.0,1.2,2022,200,445.96385280000004,5.803087200000001,30.0,10667.0856,55.88,550.4683292664092
550,0.344,27.051,7.946,1471.148,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,6.0,EXT ML ( ON SW ),5,N,N,5.97,411.067,01:12,0.0,CMFL,1025,65000,E.R. WELD,24,1341.6,1443.9,2005.5,1329.7,1846.8,1424.0,1977.7,0.71,1.078,1.0,1.2,2022,201,448.4059104,8.2451448,35.5,10667.0856,35.559999999999995,552.8726716911196
600,0.344,39.216,0.945,1678.927,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,2.2,EXT ML,2,N,N,5.97,485.792,06:12,3.56,CMFL,1025,65000,E.R. WELD,24,1341.6,1507.9,2094.4,1462.9,2031.8,1499.6,2082.8,0.68,1.124,1.0,1.2,2022,207,511.7369496,11.953036800000001,202.5,12239.8536,43.18,615.6278574939868
600,0.344,39.915,0.246,1679.626,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,3.3,EXT ML ( ON GW ),2,N,N,5.97,486.029,06:12,11.519,CMFL,1025,65000,E.R. WELD,24,1341.6,1478.7,2053.7,1403.7,1949.5,1464.6,2034.1,0.693,1.101,1.0,1.2,2022,208,511.95000480000004,12.166092,240.5,12239.8536,81.28,615.8405890873237
610,0.344,0.344,39.803,1680.213,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,10.3,EXT ML,5,N,N,5.97,486.228,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1274.6,1770.3,1111.4,1543.6,1376.7,1912.1,0.804,0.95,1.0,1.2,2022,210,512.1289224,0.10485119999999999,233.0,12237.110400000003,134.61999999999998,616.0192529886408
610,0.344,0.837,39.308,1680.709,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.3,EXT ML,5,N,N,5.97,486.396,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1493.6,2074.5,1443.7,2005.2,1489.1,2068.2,0.686,1.114,1.0,1.2,2022,211,512.2801032000001,0.2551176,15.5,12237.110400000003,78.74,616.1702304266641
610,0.344,0.909,39.239,1680.778,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,1.7,EXT ML,5,N,N,5.97,486.419,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1499.5,2082.7,1463.1,2032.1,1487.7,2066.3,0.684,1.118,1.0,1.2,2022,212,512.3011344,0.2770632,285.0,12237.110400000003,38.099999999999994,616.191233336389
610,0.344,1.024,39.124,1680.892,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,3.4,EXT ML,5,N,N,5.97,486.459,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1457.5,2024.3,1378.7,1914.8,1438.4,1997.8,0.703,1.087,1.0,1.2,2022,213,512.3358816,0.31211520000000004,199.5,12237.110400000003,66.03999999999999,616.2259337959347
610,0.344,1.312,38.832,1681.184,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.4,EXT ML,5,N,N,5.97,486.557,UNKN,,CMFL,1025,65000,E.R. WELD,24,1341.6,1523.5,2116.0,1500.8,2084.5,1518.0,2108.4,0.673,1.136,1.0,1.2,2022,214,512.4248832000001,0.3998976,145.0,12237.110400000003,33.019999999999996,616.3148156747709
640,0.344,12.805,14.416,1813.038,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.9,SWA,1,N,N,5.97,529.974,11:20,,CMFL,1025,65000,E.R. WELD,24,1341.6,,,,,,,,,,,2022,218,552.6139824,3.9029640000000003,343.0,8296.9608,,664.7474640000003
710,0.344,36.667,3.356,2103.645,Metal Loss,Internal,25.0,0.086,40.0,GENE,20.0,,,,1.2,INT ML,5,N,N,5.97,621.109,02:36,19.268,CMFL,1025,65000,E.R. WELD,24,1341.6,1527.0,2120.8,1507.5,2093.7,1528.1,2122.3,0.671,1.138,0.6,1.2,2022,227,641.190996,11.1761016,349.5,12199.9248,53.339999999999996,739.5979847135897
710,0.344,37.959,2.064,2104.938,Metal Loss,Internal,19.0,0.065,34.0,GENE,20.0,,,,1.2,INT ML,5,N,N,5.97,621.489,02:36,18.221,CMFL,1025,65000,E.R. WELD,24,1341.6,1533.9,2130.4,1517.7,2107.9,1530.8,2126.2,0.668,1.143,1.0,1.2,2022,228,641.5851024000001,11.569903200000002,351.0,12199.9248,30.479999999999997,739.9922585125553
710,0.344,38.143,1.883,2105.118,Metal Loss,Internal,19.0,0.065,34.0,AXGR,20.0,,,,3.0,INT ML,5,N,N,5.97,621.543,02:36,12.776,CMFL,1025,65000,E.R. WELD,24,1341.6,1483.3,2060.2,1419.0,1970.9,1500.4,2083.9,0.691,1.106,0.6,1.2,2022,229,641.6399664,11.6259864,17.0,12199.9248,27.94,740.0471458163555
710,0.344,38.392,1.634,2105.367,Metal Loss,Internal,13.0,0.044,28.0,PITT,20.0,,,,1.0,INT ML,5,N,N,5.97,621.616,02:36,18.012,CMFL,1025,65000,E.R. WELD,24,1341.6,1540.8,2140.0,1530.0,2125.1,1539.3,2137.9,0.665,1.148,0.6,1.2,2022,230,641.7158616,11.701881600000002,352.0,12199.9248,33.019999999999996,740.1230732532792
710,0.344,39.17,0.853,2106.148,Metal Loss,Internal,23.0,0.079,38.0,PITT,20.0,,,,1.0,INT ML,5,N,N,5.97,621.846,02:36,18.221,CMFL,1025,65000,E.R. WELD,24,1341.6,1535.3,2132.4,1522.7,2114.8,1532.4,2128.4,0.668,1.144,0.6,1.2,2022,231,641.9539104,11.939016,350.5,12199.9248,27.94,740.3612231658796
